"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.693064464E2,-6.519221067E-1,-3.943549156E0,-1.562942564E-1
1.693114565E2,-7.106239796E-1,-3.833316326E0,-1.980160773E-1
1.693164668E2,-7.259725332E-1,-3.732871532E0,-2.215356231E-1
1.693214770E2,-6.925822496E-1,-3.568640709E0,-2.839955986E-1
1.693264872E2,-6.819370985E-1,-3.335910797E0,-3.364340961E-1
1.693314975E2,-6.121543050E-1,-3.072383404E0,-4.050403237E-1
1.693365077E2,-5.771252513E-1,-2.809186935E0,-4.433298409E-1
1.693415179E2,-5.430616736E-1,-2.545700073E0,-5.300631523E-1
1.693465282E2,-5.437069535E-1,-2.261578083E0,-5.478361249E-1
1.693515383E2,-5.336223841E-1,-1.963387966E0,-5.821881294E-1
1.693565486E2,-4.906236827E-1,-1.692972183E0,-6.095712185E-1
1.693615588E2,-5.102728605E-1,-1.391697884E0,-6.426501870E-1
1.693665690E2,-4.848708212E-1,-1.124155045E0,-7.085083723E-1
1.693715793E2,-5.088594556E-1,-8.215560913E-1,-7.269409895E-1
1.693765895E2,-5.588516593E-1,-5.568876266E-1,-7.942547798E-1
1.693815997E2,-5.944185257E-1,-3.271207809E-1,-8.453106284E-1
1.693866100E2,-5.929101110E-1,-8.619689941E-2,-8.875629902E-1
1.693916202E2,-6.315368414E-1,1.873655319E-1,-8.770312667E-1
1.693966304E2,-6.075233221E-1,4.558477402E-1,-8.896880746E-1
1.694016406E2,-6.046814919E-1,7.712440491E-1,-8.986865282E-1
1.694066508E2,-5.800815821E-1,1.097014427E0,-9.041028619E-1
1.694116611E2,-6.102502346E-1,1.446277618E0,-8.284589052E-1
1.694166713E2,-5.714637041E-1,1.680897713E0,-7.383080721E-1
1.694216816E2,-4.919952154E-1,1.918776512E0,-5.883309841E-1
1.694266918E2,-4.484638572E-1,2.108490944E0,-3.402506709E-1
1.694317020E2,-3.629313707E-1,2.309292793E0,-5.578014255E-2
1.694367122E2,-2.023600340E-1,2.433904648E0,2.932426035E-1
1.694417225E2,5.329841375E-2,2.502148628E0,7.387192845E-1
1.694467327E2,3.204334676E-1,2.555362701E0,1.205472231E0
1.694517429E2,7.064509392E-1,2.637825012E0,1.594619513E0
1.694567531E2,1.129102468E0,2.727381706E0,1.962507725E0
1.694617634E2,1.522292495E0,2.841967583E0,2.324934006E0
1.694667736E2,1.835766315E0,2.913404465E0,2.533003807E0
1.694717838E2,2.150958776E0,2.982391357E0,2.623648167E0
1.694767940E2,2.380418777E0,3.027997017E0,2.583880424E0
1.694818043E2,2.506434679E0,3.073558807E0,2.453179359E0
1.694868145E2,2.535226822E0,3.084392548E0,2.098562956E0
1.694918247E2,2.427863121E0,3.120921135E0,1.636586189E0
1.694968350E2,2.237803459E0,3.071928978E0,1.225674391E0
1.695018452E2,2.073328018E0,3.033784866E0,8.637628555E-1
1.695068554E2,1.901933432E0,3.017849922E0,4.121573865E-1
1.695118656E2,1.738852262E0,3.060565948E0,2.253353596E-4
1.695168758E2,1.653461576E0,3.066798210E0,-3.529269993E-1
1.695218861E2,1.496256948E0,3.083808899E0,-7.944508791E-1
1.695268963E2,1.309922695E0,3.049398422E0,-1.126557708E0
1.695319065E2,1.094212055E0,3.000089645E0,-1.419040561E0
1.695369167E2,8.259586096E-1,2.929329872E0,-1.664375544E0
1.695419270E2,4.841612577E-1,2.838953018E0,-1.874166965E0
1.695469372E2,1.576840580E-1,2.706297874E0,-2.045831919E0
1.695519475E2,-1.806964725E-1,2.524273872E0,-2.123906136E0
1.695569577E2,-4.369292557E-1,2.343794823E0,-2.054193735E0
1.695619679E2,-5.786634684E-1,2.154130936E0,-1.877420664E0
1.695669781E2,-6.552327871E-1,1.928416252E0,-1.656333447E0
1.695719883E2,-6.384320259E-1,1.641001701E0,-1.356421232E0
1.695769986E2,-4.739449024E-1,1.338004112E0,-9.676294327E-1
1.695820088E2,-2.451760620E-1,9.829940796E-1,-4.909353256E-1
1.695870190E2,2.175405622E-2,6.274461746E-1,-7.012702525E-2
1.695920292E2,3.163082302E-1,2.336835861E-1,4.246425033E-1
1.695970394E2,6.387306452E-1,-6.076335907E-2,8.065058589E-1
1.696020497E2,9.246554375E-1,-3.259763718E-1,1.146972537E0
1.696070599E2,1.113334894E0,-5.237627029E-1,1.335500121E0
1.696120702E2,1.264944196E0,-7.122201920E-1,1.464044690E0
1.696170804E2,1.280561924E0,-8.017215729E-1,1.430613041E0
1.696220906E2,1.284294844E0,-8.276901245E-1,1.321676016E0
1.696271008E2,1.209871173E0,-8.039731979E-1,1.065102339E0
1.696321111E2,1.174884558E0,-7.306604385E-1,7.834787965E-1
1.696371213E2,1.172083020E0,-6.449127197E-1,5.327598453E-1
1.696421315E2,1.129634380E0,-6.729202271E-1,3.717302382E-1
1.696471417E2,1.138718605E0,-7.983951569E-1,2.307544053E-1
1.696521519E2,1.125723600E0,-9.608163834E-1,1.239227057E-1
1.696571621E2,1.112676859E0,-1.109896660E0,9.908652306E-2
1.696621724E2,1.155766249E0,-1.283279419E0,5.349618196E-2
1.696671826E2,1.236373901E0,-1.548454285E0,6.180715561E-2
1.696721928E2,1.311655045E0,-1.753465652E0,7.802847028E-2
1.696772030E2,1.438625932E0,-1.930684090E0,1.348964572E-1
1.696822133E2,1.530620337E0,-2.215329170E0,2.518420219E-1
1.696872234E2,1.605148435E0,-2.555949211E0,3.252333403E-1
1.696922338E2,1.540433168E0,-2.931019783E0,4.719776511E-1
1.696972440E2,1.410666585E0,-3.287347794E0,5.793442130E-1
1.697022542E2,1.174899578E0,-3.674607754E0,6.119770408E-1
1.697072644E2,8.995258212E-1,-4.019819736E0,6.018106937E-1
1.697122746E2,5.897472501E-1,-4.300306320E0,5.605636835E-1
1.697172849E2,3.200910687E-1,-4.490428448E0,3.767613769E-1
1.697222951E2,8.399528265E-2,-4.519759178E0,1.852170229E-1
1.697273053E2,-4.163342714E-2,-4.447118759E0,-5.816704035E-2
1.697323155E2,-1.589564681E-1,-4.272664070E0,-3.130100369E-1
1.697373257E2,-2.328986526E-1,-4.094594955E0,-5.367180109E-1
1.697423360E2,-2.935096622E-1,-3.886011124E0,-7.285972834E-1
1.697473462E2,-3.797159195E-1,-3.686898232E0,-8.677862883E-1
1.697523564E2,-4.748120904E-1,-3.548570633E0,-9.762002826E-1
1.697573666E2,-5.252895951E-1,-3.401497841E0,-1.082456589E0
1.697623769E2,-6.075586081E-1,-3.259928226E0,-1.206094980E0
1.697673871E2,-6.759703159E-1,-3.060411453E0,-1.311266422E0
1.697723974E2,-6.719889641E-1,-2.826902866E0,-1.376974463E0
1.697774076E2,-6.013160944E-1,-2.585776329E0,-1.431641340E0
1.697824178E2,-5.143988132E-1,-2.268335819E0,-1.562084436E0
1.697874280E2,-4.345211387E-1,-1.954855919E0,-1.592394948E0
1.697924382E2,-3.759024739E-1,-1.651982307E0,-1.577080965E0
1.697974484E2,-2.741789818E-1,-1.411148071E0,-1.474555254E0
1.698024587E2,-2.147240639E-1,-1.290878296E0,-1.259990931E0
1.698074689E2,-1.774016023E-1,-1.191765785E0,-1.078918934E0
1.698124791E2,-1.768890023E-1,-1.105981827E0,-8.500949144E-1
1.698174893E2,-2.596407533E-1,-9.043436050E-1,-7.114481330E-1
1.698224996E2,-3.663538694E-1,-6.748266220E-1,-7.362810969E-1
1.698275098E2,-4.900568426E-1,-4.335851669E-1,-8.336184621E-1
1.698325200E2,-6.447590590E-1,-1.202373505E-1,-9.620653391E-1
1.698375302E2,-7.360361814E-1,2.023591995E-1,-1.087454796E0
1.698425404E2,-7.539154887E-1,5.347995758E-1,-1.185772657E0
1.698475506E2,-6.807919741E-1,8.280115128E-1,-1.201232314E0
1.698525582E2,-5.403835773E-1,1.034789085E0,-1.083469272E0
1.698575683E2,-3.326612711E-1,1.255057335E0,-8.910176158E-1
1.698625784E2,-9.223788977E-2,1.364437103E0,-5.674607158E-1
1.698675886E2,1.979281306E-1,1.383355141E0,-1.597117782E-1
1.698725991E2,4.451370835E-1,1.329252243E0,2.071663737E-1
1.698776093E2,5.980511904E-1,1.367215157E0,5.011932254E-1
1.698826194E2,6.833004951E-1,1.448141098E0,7.323104143E-1
1.698876295E2,7.034357190E-1,1.528929710E0,8.512225151E-1
1.698926400E2,5.420507789E-1,1.753647804E0,8.359401226E-1
1.698976502E2,2.784503102E-1,2.081497192E0,7.236573100E-1
1.699026603E2,3.550118208E-2,2.340813637E0,6.041064858E-1
1.699076705E2,-2.212086916E-1,2.562189102E0,4.541422129E-1
1.699126808E2,-5.087146759E-1,2.800693512E0,2.619337440E-1
1.699176910E2,-7.922193408E-1,3.108358383E0,1.258361340E-2
1.699227012E2,-1.131596565E0,3.413367271E0,-3.082689643E-1
1.699277113E2,-1.468430996E0,3.721725464E0,-7.367361784E-1
1.699327217E2,-1.824376941E0,4.040608406E0,-1.128449559E0
1.699377319E2,-2.036832571E0,4.378957748E0,-1.481585741E0
1.699427421E2,-2.208181143E0,4.601028442E0,-1.643728614E0
1.699477522E2,-2.275490999E0,4.702148438E0,-1.779695988E0
1.699527626E2,-2.263356686E0,4.769715309E0,-1.798928022E0
1.699577728E2,-2.189165354E0,4.679996490E0,-1.728479862E0
1.699627830E2,-1.950079203E0,4.561104774E0,-1.591930628E0
1.699677932E2,-1.793703079E0,4.386158943E0,-1.494133353E0
1.699728036E2,-1.643047571E0,4.171948433E0,-1.387776852E0
1.699778138E2,-1.542876124E0,3.902978897E0,-1.268526793E0
1.699828240E2,-1.521056890E0,3.647466660E0,-1.196623087E0
1.699878341E2,-1.567463160E0,3.419154167E0,-1.181100249E0
1.699928444E2,-1.635355592E0,3.183342934E0,-1.136909723E0
1.699978546E2,-1.647335172E0,2.919737816E0,-9.771309495E-1
1.700028649E2,-1.588288069E0,2.559063911E0,-7.497804761E-1
1.700078751E2,-1.466231585E0,2.225213051E0,-3.646298647E-1
1.700128853E2,-1.223809361E0,1.816553116E0,5.976900458E-2
1.700178955E2,-9.197743535E-1,1.372659683E0,4.921419621E-1
1.700229057E2,-6.883539557E-1,1.007164955E0,8.974922299E-1
1.700279159E2,-4.867503047E-1,6.685647964E-1,1.163742304E0
1.700329262E2,-3.401599228E-1,4.590234756E-1,1.394003510E0
1.700379364E2,-2.235838175E-1,2.348794937E-1,1.455081463E0
1.700429466E2,-3.051449955E-1,2.899169922E-2,1.491031289E0
1.700479568E2,-4.071016610E-1,-1.467161179E-1,1.370597959E0
1.700529671E2,-5.708374977E-1,-3.156013489E-1,1.232635975E0
1.700579773E2,-6.784384847E-1,-4.381914139E-1,1.073781610E0
1.700629875E2,-6.656287313E-1,-4.278554916E-1,8.908465505E-1
1.700679977E2,-6.568083167E-1,-3.965559006E-1,7.570267320E-1
1.700730080E2,-6.193881035E-1,-4.495573044E-1,7.198590636E-1
1.700780182E2,-5.108574629E-1,-5.084514618E-1,6.374613047E-1
1.700830284E2,-4.191836119E-1,-6.156702042E-1,6.320532560E-1
1.700880386E2,-3.397195339E-1,-8.297271729E-1,6.404910088E-1
1.700930489E2,-1.830356717E-1,-1.052426338E0,6.769136190E-1
1.700980591E2,-2.438801527E-2,-1.232358932E0,6.858111620E-1
1.701030693E2,1.642166376E-1,-1.406033516E0,6.834496260E-1
1.701080795E2,3.885928392E-1,-1.552576065E0,6.789569855E-1
1.701130897E2,6.036264300E-1,-1.688797951E0,6.081455946E-1
1.701181000E2,7.387099266E-1,-1.841655731E0,4.865412712E-1
1.701231102E2,8.446183801E-1,-1.969332695E0,3.580871820E-1
1.701281204E2,9.929876924E-1,-2.223750114E0,3.652976155E-1
1.701331306E2,1.159626484E0,-2.494205952E0,4.211002290E-1
1.701381408E2,1.249476671E0,-2.717916489E0,4.440655112E-1
1.701431510E2,1.242262840E0,-2.955926895E0,4.890180528E-1
1.701481613E2,1.227254033E0,-3.151987553E0,4.826028645E-1
1.701531715E2,1.191648126E0,-3.287006855E0,3.761520982E-1
1.701581817E2,1.141879201E0,-3.329964161E0,2.535511553E-1
1.701631919E2,1.016628027E0,-3.266048431E0,8.568851650E-2
1.701682022E2,8.865580559E-1,-3.214355469E0,-2.320453525E-2
1.701732124E2,7.123034000E-1,-3.196980476E0,-1.523749530E-1
1.701782226E2,4.991215467E-1,-3.161845207E0,-2.378237993E-1
1.701832328E2,3.388497829E-1,-3.076056480E0,-3.537526727E-1
1.701882431E2,1.952860355E-1,-2.996433735E0,-4.379304349E-1
1.701932533E2,-2.892017365E-4,-2.895454407E0,-5.520712137E-1
1.701982635E2,-1.653144956E-1,-2.826329708E0,-6.287464499E-1
1.702032737E2,-2.786743045E-1,-2.762666702E0,-7.309976816E-1
1.702082840E2,-4.046525657E-1,-2.643447399E0,-7.896634936E-1
1.702132942E2,-5.260466933E-1,-2.512352943E0,-8.490527272E-1
1.702183044E2,-5.817767382E-1,-2.364608765E0,-9.674776793E-1
1.702233146E2,-6.126726270E-1,-2.212171555E0,-1.045543313E0
1.702283249E2,-5.894649029E-1,-2.084931850E0,-9.736787677E-1
1.702333351E2,-5.358692408E-1,-1.935048103E0,-8.538890481E-1
1.702383453E2,-5.284402966E-1,-1.818140984E0,-7.653315663E-1
1.702433555E2,-5.437546372E-1,-1.657654762E0,-7.159143090E-1
1.702483657E2,-6.014066935E-1,-1.462018967E0,-7.481899858E-1
1.702533759E2,-7.162269354E-1,-1.259976387E0,-7.657829523E-1
1.702583862E2,-8.936185837E-1,-1.080224991E0,-7.892848253E-1
1.702633964E2,-1.063760400E0,-8.515920639E-1,-8.691095710E-1
1.702684066E2,-1.265162349E0,-6.130008698E-1,-9.302083254E-1
1.702734168E2,-1.510784626E0,-3.812017441E-1,-9.797363281E-1
1.702784270E2,-1.729220867E0,-1.502122879E-1,-1.039468527E0
1.702834373E2,-1.858815193E0,1.762037277E-1,-1.049408317E0
1.702884475E2,-1.875525117E0,4.926977158E-1,-9.877210259E-1
1.702934577E2,-1.806357384E0,7.819128036E-1,-8.302924633E-1
1.702984679E2,-1.626902223E0,1.018144608E0,-5.881805420E-1
1.703034782E2,-1.340672135E0,1.184681892E0,-2.522537410E-1
1.703084884E2,-9.705775380E-1,1.288174629E0,1.642492115E-1
1.703134986E2,-5.281218290E-1,1.323927879E0,6.042135358E-1
1.703185088E2,-1.728949249E-1,1.329694748E0,1.146953702E0
1.703235191E2,2.499326169E-1,1.318678856E0,1.694728613E0
1.703285293E2,6.446675062E-1,1.338745117E0,2.155351639E0
1.703336143E2,1.001488686E0,1.346230507E0,2.581560850E0
1.703386285E2,1.367507219E0,1.347769737E0,2.946864843E0
1.703436427E2,1.653870821E0,1.437844276E0,3.277846336E0
1.703486569E2,1.840066195E0,1.596644402E0,3.535533190E0
1.703536712E2,1.986373425E0,1.802600861E0,3.666374683E0
1.703585906E2,2.053913116E0,2.122037888E0,3.420127392E0
1.703636008E2,2.008655310E0,2.506421089E0,2.917794228E0
1.703686110E2,1.910985231E0,2.857618332E0,2.427800179E0
1.703736213E2,1.714475274E0,3.146957397E0,1.919316769E0
1.703786315E2,1.468982935E0,3.327863693E0,1.445238709E0
1.703836417E2,1.229532123E0,3.451259613E0,1.014539719E0
1.703886519E2,1.017307997E0,3.652280807E0,5.306879282E-1
1.703936621E2,8.390911222E-1,3.829754829E0,7.100388408E-2
1.703986724E2,7.306602001E-1,3.928044319E0,-3.591256738E-1
1.704036826E2,6.974231601E-1,3.944195747E0,-6.631386280E-1
1.704086928E2,6.895397305E-1,3.899759293E0,-9.627452493E-1
1.704137030E2,6.463421583E-1,3.839602470E0,-1.248809576E0
1.704187132E2,4.861834347E-1,3.752356529E0,-1.493460417E0
1.704237234E2,3.156838417E-1,3.550172806E0,-1.654354453E0
1.704287337E2,1.467669606E-1,3.333637238E0,-1.761581659E0
1.704337439E2,-7.300470769E-2,3.109375000E0,-1.887426496E0
1.704387541E2,-2.676299512E-1,2.883420944E0,-1.918607116E0
1.704437643E2,-4.280494750E-1,2.668993950E0,-1.892911196E0
1.704487745E2,-4.989786744E-1,2.420108795E0,-1.824969411E0
1.704537848E2,-4.565250874E-1,2.161378860E0,-1.671194434E0
1.704585672E2,-3.227575421E-1,1.880962372E0,-1.367954731E0
1.704635658E2,-8.313074708E-2,1.565697670E0,-1.003675222E0
1.704685644E2,1.990990937E-1,1.148159981E0,-6.005547047E-1
1.704735631E2,4.381662905E-1,7.133893967E-1,-1.648751497E-1
1.704785688E2,6.743718982E-1,3.056659698E-1,2.161712199E-1
1.704835678E2,8.559903502E-1,-1.210269928E-1,4.954365492E-1
1.704885668E2,1.037400603E0,-5.086469650E-1,8.021768928E-1
1.704935658E2,1.257954597E0,-8.578128815E-1,1.023968816E0
1.704988740E2,1.361783743E0,-1.041178703E0,1.125282407E0
1.705038891E2,1.420563221E0,-1.130211830E0,1.135592461E0
1.705089042E2,1.473268032E0,-1.190782547E0,1.061595917E0
1.705139193E2,1.459617257E0,-1.204449654E0,9.895820022E-1
1.705186495E2,1.453643084E0,-1.277836800E0,9.195687771E-1
1.705236502E2,1.347133636E0,-1.371267319E0,7.795249224E-1
1.705286508E2,1.243597388E0,-1.485431671E0,6.857664585E-1
1.705336514E2,1.108953238E0,-1.704607964E0,5.928111672E-1
1.705389550E2,9.509750605E-1,-1.901792526E0,4.217055738E-1
1.705439714E2,7.684105039E-1,-2.073060989E0,2.649120390E-1
1.705489879E2,6.399554014E-1,-2.259586334E0,1.586605757E-1
1.705540043E2,5.502080321E-1,-2.436257362E0,7.821708918E-2
1.705589966E2,4.215613604E-1,-2.662889481E0,8.346378803E-3
1.705640117E2,2.698246837E-1,-2.899932861E0,-3.745532036E-2
1.705690269E2,1.511573792E-1,-3.140802383E0,-7.257387042E-2
1.705740421E2,4.696893692E-2,-3.390890121E0,-1.043301523E-1
1.705790380E2,-5.346775055E-3,-3.595784187E0,-1.147967130E-1
1.705840522E2,2.832472324E-2,-3.746551037E0,-1.047281772E-1
1.705890664E2,5.243051052E-2,-3.898317337E0,-8.507201076E-2
1.705940806E2,1.892831922E-1,-3.981814384E0,1.795276999E-2
1.705990794E2,3.026987314E-1,-4.113763809E0,1.360783577E-1
1.706040928E2,4.532941580E-1,-4.233187675E0,2.213245928E-1
1.706091062E2,5.486447811E-1,-4.289348602E0,3.184934258E-1
1.706141195E2,6.221772432E-1,-4.339125633E0,3.626497984E-1
1.706191206E2,6.692180634E-1,-4.314377785E0,2.980570495E-1
1.706241334E2,6.546448469E-1,-4.144062042E0,1.545606852E-1
1.706291462E2,5.858744383E-1,-3.936553955E0,-5.989548564E-2
1.706341589E2,4.644050598E-1,-3.686500549E0,-2.797004879E-1
1.706391617E2,2.987017632E-1,-3.418420792E0,-5.126675367E-1
1.706441740E2,9.401869774E-2,-3.150825977E0,-8.106517792E-1
1.706491862E2,-1.240815520E-1,-2.835238934E0,-1.089026093E0
1.706541984E2,-3.306295276E-1,-2.572115898E0,-1.328749180E0
1.706592028E2,-4.938983917E-1,-2.290256500E0,-1.514510989E0
1.706642147E2,-6.122734547E-1,-2.062004089E0,-1.628127456E0
1.706692265E2,-6.900876164E-1,-1.857390404E0,-1.661422372E0
1.706742384E2,-7.449298501E-1,-1.711040497E0,-1.672451735E0
1.706792439E2,-7.864403725E-1,-1.532017708E0,-1.674893737E0
1.706842554E2,-7.991460562E-1,-1.410625458E0,-1.635034680E0
1.706892669E2,-7.807402015E-1,-1.246956825E0,-1.546888351E0
1.706942784E2,-6.671427488E-1,-1.024344444E0,-1.500694752E0
1.706992849E2,-5.100206137E-1,-7.716073990E-1,-1.375386357E0
1.707042962E2,-4.052101374E-1,-4.888372421E-1,-1.298959970E0
1.707093075E2,-2.807098031E-1,-1.491880417E-1,-1.283913136E0
1.707143187E2,-2.549123168E-1,1.707515717E-1,-1.219336152E0
1.707193258E2,-2.564684749E-1,4.721908569E-1,-1.206679940E0
1.707243369E2,-2.628814578E-1,7.252864838E-1,-1.104330063E0
1.707293480E2,-2.041426301E-1,9.169902802E-1,-9.274723530E-1
1.707343590E2,-1.134487391E-1,1.076676369E0,-6.673986912E-1
1.707393668E2,-2.286982536E-2,1.202013016E0,-3.956741095E-1
1.707443777E2,1.117680073E-1,1.306782722E0,-6.712204218E-2
1.707493886E2,2.815568447E-1,1.307304382E0,2.383140028E-1
1.707543995E2,3.885430098E-1,1.304133415E0,4.692242146E-1
1.707594078E2,4.497893453E-1,1.406063080E0,6.699410081E-1
1.707644186E2,4.709111452E-1,1.544816017E0,9.137714505E-1
1.707694293E2,3.709542751E-1,1.588832855E0,1.004261494E0
1.707744401E2,1.513482928E-1,1.672208786E0,1.048051119E0
1.707794488E2,-1.038520336E-1,1.864336014E0,1.010909557E0
1.707844594E2,-3.266131282E-1,2.117321014E0,9.663398266E-1
1.707894701E2,-4.913025796E-1,2.374341965E0,9.038950801E-1
1.707944807E2,-6.820983887E-1,2.578620911E0,8.351124525E-1
1.707994896E2,-7.864446044E-1,2.786451340E0,6.747707129E-1
1.708045002E2,-8.407626152E-1,3.030159950E0,5.534906983E-1
1.708095108E2,-8.511381745E-1,3.277432442E0,3.070701361E-1
1.708145213E2,-8.375190496E-1,3.562309265E0,6.938190758E-2
1.708195306E2,-8.469102979E-1,3.830876350E0,-2.239428163E-1
1.708245411E2,-7.761033177E-1,4.092647552E0,-5.027954578E-1
1.708295516E2,-7.488520145E-1,4.293167114E0,-6.594491601E-1
1.708345620E2,-7.411335111E-1,4.367885590E0,-7.240236998E-1
1.708395715E2,-7.716852427E-1,4.320504189E0,-8.837350607E-1
1.708445819E2,-8.039960861E-1,4.236079216E0,-9.679490328E-1
1.708495924E2,-8.695944548E-1,4.068025589E0,-1.018409491E0
1.708546028E2,-9.408020973E-1,3.939608574E0,-1.087573528E0
1.708596124E2,-1.091750503E0,3.812543869E0,-1.306827188E0
1.708646228E2,-1.326823473E0,3.692806244E0,-1.559700966E0
1.708696332E2,-1.561241508E0,3.580991745E0,-1.822267294E0
1.708746436E2,-1.808342218E0,3.589485168E0,-2.079654694E0
1.708796532E2,-2.024879217E0,3.572246552E0,-2.232868195E0
1.708846636E2,-2.189738035E0,3.510761261E0,-2.344754457E0
1.708896740E2,-2.274355173E0,3.444494247E0,-2.386995792E0
1.708946843E2,-2.287141323E0,3.249700546E0,-2.229578495E0
1.708996941E2,-2.203628063E0,2.922954559E0,-1.834826350E0
1.709047044E2,-2.021032572E0,2.428580284E0,-1.379413128E0
1.709097148E2,-1.795330644E0,1.991623878E0,-8.855586052E-1
1.709147251E2,-1.548341513E0,1.570834160E0,-4.080538154E-1
1.709197350E2,-1.350556612E0,1.165035248E0,4.436387122E-2
1.709247453E2,-1.160524726E0,7.927589417E-1,3.765349090E-1
1.709297556E2,-9.882963300E-1,4.886531830E-1,7.009869218E-1
1.709347659E2,-8.706356883E-1,2.693748474E-1,9.087038040E-1
1.709397759E2,-7.779656649E-1,5.829334259E-2,1.032917261E0
1.709447862E2,-6.927078962E-1,-1.649484634E-1,1.118671417E0
1.709497965E2,-6.344222426E-1,-3.256320953E-1,1.201120615E0
1.709548068E2,-5.598337054E-1,-4.663171768E-1,1.264952898E0
1.709598167E2,-4.450086355E-1,-5.816669464E-1,1.328367352E0
1.709648270E2,-3.500525057E-1,-7.314920425E-1,1.361425281E0
1.709698373E2,-2.056065202E-1,-9.008216858E-1,1.394049287E0
1.709748476E2,-1.561146975E-2,-1.111782074E0,1.468333602E0
1.709798576E2,1.411175132E-1,-1.323697090E0,1.466487050E0
1.709848679E2,2.931575775E-1,-1.559873581E0,1.483498096E0
1.709898781E2,4.593583941E-1,-1.783254623E0,1.359110236E0
1.709948884E2,5.920795798E-1,-1.938880920E0,1.195850253E0
1.709998985E2,6.948635578E-1,-2.104603767E0,1.099566221E0
1.710049088E2,7.447451353E-1,-2.290600300E0,9.210222960E-1
1.710099190E2,8.171132803E-1,-2.513584137E0,7.742028236E-1
1.710149293E2,8.523172736E-1,-2.704772472E0,6.484453678E-1
1.710199393E2,8.305200338E-1,-2.869566917E0,5.121405125E-1
1.710249496E2,7.882084250E-1,-3.010981083E0,3.124499023E-1
1.710299598E2,7.479141951E-1,-3.181031227E0,1.615747362E-1
1.710349701E2,7.011039257E-1,-3.351568222E0,7.188384235E-2
1.710399802E2,5.878994465E-1,-3.469969749E0,-2.564928681E-2
1.710449905E2,4.722430110E-1,-3.548846245E0,-1.285611242E-1
1.710500007E2,2.753221989E-1,-3.646838665E0,-2.312371284E-1
1.710550109E2,8.092254400E-2,-3.747184277E0,-3.530313373E-1
1.710600211E2,-1.387789845E-1,-3.817569733E0,-4.302901328E-1
1.710650313E2,-3.152706027E-1,-3.954256535E0,-4.814971983E-1
1.710700415E2,-4.077291191E-1,-3.963442326E0,-4.836654365E-1
1.710750518E2,-5.094919801E-1,-3.986918926E0,-4.999046326E-1
1.710800619E2,-5.507117510E-1,-3.944555283E0,-4.532589912E-1
1.710850721E2,-5.716241598E-1,-3.915934086E0,-4.719314575E-1
1.710900824E2,-5.722032785E-1,-3.811364174E0,-4.001467526E-1
1.710950926E2,-5.601388812E-1,-3.681155205E0,-3.861053288E-1
1.711001029E2,-5.479971170E-1,-3.524129868E0,-3.345327377E-1
1.711051130E2,-4.644800425E-1,-3.291299343E0,-3.083195984E-1
1.711101232E2,-4.201605618E-1,-3.067037582E0,-3.464075327E-1
1.711151335E2,-4.361938834E-1,-2.750310898E0,-3.881698251E-1
1.711201437E2,-4.512650371E-1,-2.381886482E0,-5.158366561E-1
1.711251539E2,-4.842928648E-1,-1.983956337E0,-6.380302906E-1
1.711301641E2,-5.538291335E-1,-1.581664085E0,-7.088500261E-1
1.711351744E2,-6.208677888E-1,-1.190574646E0,-7.966664433E-1
1.711401846E2,-7.072212696E-1,-7.927865982E-1,-8.600681424E-1
1.711451947E2,-8.919207454E-1,-4.098443985E-1,-9.110010862E-1
1.711502050E2,-1.061098218E0,1.920700073E-2,-9.733592272E-1
1.711552152E2,-1.219161272E0,3.687515259E-1,-9.979821444E-1
1.711602254E2,-1.406572580E0,7.446794510E-1,-9.779002666E-1
1.711652356E2,-1.527440071E0,1.049510002E0,-8.608489037E-1
1.711702458E2,-1.570879698E0,1.372398376E0,-7.428348064E-1
1.711752560E2,-1.570199966E0,1.637401581E0,-5.109487772E-1
1.711802663E2,-1.419980288E0,1.855366707E0,-1.227078438E-1
1.711852765E2,-1.112674236E0,1.997673988E0,2.919022739E-1
1.711902867E2,-7.427353263E-1,2.126009941E0,8.586012125E-1
1.711952970E2,-3.579791188E-1,2.211118698E0,1.463025570E0
1.712003071E2,8.423799276E-2,2.219000816E0,2.078959465E0
1.712053174E2,5.302560329E-1,2.269931793E0,2.630749941E0
1.712103276E2,1.003496647E0,2.311279297E0,3.117563725E0
1.712153378E2,1.427546978E0,2.409411430E0,3.485425711E0
1.712203480E2,1.787167788E0,2.548717499E0,3.791872740E0
1.712253582E2,2.132560730E0,2.722556114E0,3.987154245E0
1.712303684E2,2.360530853E0,2.828063011E0,4.140664101E0
1.712353786E2,2.500030279E0,2.900006294E0,4.206057072E0
1.712403889E2,2.566617250E0,2.928892136E0,4.076123238E0
1.712454376E2,2.566738129E0,3.036153793E0,3.658531904E0
1.712504498E2,2.534329653E0,3.215149879E0,3.105894804E0
1.712554620E2,2.368120670E0,3.435880661E0,2.412954569E0
1.712604742E2,2.109266996E0,3.587675095E0,1.747342467E0
1.712654400E2,1.838699341E0,3.711870193E0,1.155541301E0
1.712704499E2,1.539435625E0,3.806689262E0,5.012446642E-1
1.712754597E2,1.246701241E0,3.945069313E0,-9.292086959E-2
1.712804695E2,9.642075896E-1,4.035449028E0,-6.983615160E-1
1.712854809E2,6.998057365E-1,4.043148041E0,-1.197286487E0
1.712904908E2,5.099104643E-1,3.995113373E0,-1.593931556E0
