"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
5.455935563E1,1.207186222E0,1.165100098E0,5.662305355E-1
5.456436693E1,1.277451396E0,1.286942482E0,8.017281294E-1
5.456937662E1,1.347135425E0,1.362983704E0,1.012704134E0
5.457438781E1,1.332684517E0,1.454822540E0,1.166997671E0
5.457939901E1,1.290795684E0,1.553466797E0,1.300844431E0
5.458441021E1,1.233810306E0,1.544137001E0,1.413912058E0
5.458942026E1,1.145315647E0,1.633830070E0,1.546462297E0
5.459443141E1,1.062114596E0,1.768656731E0,1.503678799E0
5.459944255E1,9.784874916E-1,1.896591187E0,1.459828258E0
5.460445370E1,8.488548994E-1,2.022464752E0,1.390257835E0
5.460946375E1,7.520360947E-1,2.174987793E0,1.244296789E0
5.461447485E1,6.633305550E-1,2.353550911E0,1.159549356E0
5.461948594E1,6.125199795E-1,2.543197632E0,1.054595351E0
5.462449703E1,5.176222324E-1,2.626141548E0,9.637349844E-1
5.462950740E1,4.319033623E-1,2.837429047E0,7.544754744E-1
5.463451844E1,3.159092665E-1,3.146977425E0,3.914542198E-1
5.463952948E1,2.236572504E-1,3.418391228E0,9.863823652E-2
5.464454052E1,1.046174765E-1,3.675645828E0,-1.796571016E-1
5.464955094E1,-1.825666428E-2,3.906868935E0,-4.742608070E-1
5.465456198E1,-1.813061237E-1,4.022490501E0,-5.678510666E-1
5.465957297E1,-3.198019266E-1,4.185311317E0,-7.000623941E-1
5.466458401E1,-4.529334307E-1,4.220181465E0,-7.812719345E-1
5.466959443E1,-6.024721265E-1,4.300737381E0,-9.404615164E-1
5.467460542E1,-7.355155349E-1,4.343885422E0,-1.111943722E0
5.467961641E1,-8.131663799E-1,4.306084633E0,-1.187052488E0
5.468462740E1,-8.857297897E-1,4.174932480E0,-1.153321147E0
5.468963797E1,-1.015267849E0,3.980429649E0,-1.143645048E0
5.469464896E1,-1.144780159E0,3.825459480E0,-1.068758726E0
5.469965990E1,-1.289525986E0,3.578455925E0,-9.895632267E-1
5.470467089E1,-1.392380595E0,3.272416115E0,-7.708324194E-1
5.470968156E1,-1.422632694E0,2.977960587E0,-5.207924843E-1
5.471469250E1,-1.424189806E0,2.620303154E0,-2.558485866E-1
5.471970349E1,-1.446739197E0,2.255043983E0,5.186486244E-2
5.472471443E1,-1.435451746E0,1.912032127E0,3.869825602E-1
5.472972510E1,-1.333750606E0,1.571476936E0,6.688032150E-1
5.473473604E1,-1.251788497E0,1.273299217E0,9.176764488E-1
5.473974698E1,-1.120771408E0,9.641561508E-1,1.112114429E0
5.474475792E1,-1.015125155E0,7.240228653E-1,1.300024509E0
5.474976865E1,-9.072062969E-1,4.857454300E-1,1.480816603E0
5.475477958E1,-7.939429283E-1,3.030624390E-1,1.648725033E0
5.475979052E1,-6.745013595E-1,9.690761566E-2,1.788465381E0
5.476480141E1,-5.165677071E-1,-3.294849396E-2,1.921491504E0
5.476981219E1,-3.966146708E-1,-1.762638092E-1,1.951889634E0
5.477482313E1,-3.514533043E-1,-2.696866989E-1,1.985521317E0
5.477983401E1,-3.466129303E-1,-3.635778427E-1,1.894639254E0
5.478484495E1,-3.333141804E-1,-3.538484573E-1,1.735421419E0
5.478985573E1,-4.528050423E-1,-3.188610077E-1,1.515374541E0
5.479486667E1,-4.895724058E-1,-2.401237488E-1,1.196839690E0
5.479987755E1,-5.387699604E-1,-1.337289810E-1,9.143573046E-1
5.480488849E1,-5.793311596E-1,-1.054553986E-1,6.827991009E-1
5.480989922E1,-5.824724436E-1,-1.329908371E-1,4.690133333E-1
5.481491010E1,-5.675133467E-1,-1.258392334E-1,2.276920080E-1
5.481992104E1,-5.111643076E-1,-1.604785919E-1,3.411543369E-2
5.482493193E1,-4.116939306E-1,-2.098960876E-1,-1.051163673E-1
5.482994281E1,-2.521275282E-1,-3.129100800E-1,-2.624664307E-1
5.483495370E1,-1.355807781E-1,-5.101165771E-1,-3.200862408E-1
5.483996459E1,-4.840254784E-3,-7.177534103E-1,-4.206730723E-1
5.484497552E1,1.265337467E-1,-1.005763054E0,-3.576204181E-1
5.484998641E1,2.150779963E-1,-1.340015411E0,-2.763642669E-1
5.485499719E1,3.091092110E-1,-1.643332005E0,-2.079128027E-1
5.486000807E1,3.369411230E-1,-1.971363544E0,-1.647410393E-1
5.486501901E1,3.837962151E-1,-2.369596958E0,2.372980118E-3
5.487002990E1,3.873519897E-1,-2.635295391E0,4.602742195E-2
5.487504073E1,3.983544111E-1,-2.878666878E0,8.121275902E-2
5.488005162E1,3.791936636E-1,-3.090857029E0,9.249246120E-2
5.488506255E1,3.467619419E-1,-3.212203979E0,5.532026291E-2
5.489007344E1,2.538715601E-1,-3.348676205E0,-4.001402855E-2
5.489508432E1,1.237279177E-1,-3.424950600E0,-5.724406242E-2
5.490009521E1,-5.693185329E-2,-3.509857178E0,-1.126950979E-1
5.490510610E1,-2.180091143E-1,-3.520833015E0,-1.784967184E-1
5.491011703E1,-3.938202858E-1,-3.479490280E0,-2.483105659E-1
5.491512781E1,-5.936743021E-1,-3.459376812E0,-3.584236503E-1
5.492013870E1,-7.711803317E-1,-3.440083981E0,-4.359202981E-1
5.492514959E1,-9.763755798E-1,-3.406591415E0,-4.725344181E-1
5.493016047E1,-1.133626342E0,-3.298491478E0,-5.752089024E-1
5.493517136E1,-1.273920655E0,-3.240166664E0,-6.486216784E-1
5.494018224E1,-1.379789472E0,-3.132865906E0,-7.015301585E-1
5.494519313E1,-1.407736897E0,-3.004106998E0,-7.879506946E-1
5.495020401E1,-1.421297193E0,-2.889756203E0,-8.553130627E-1
5.495521490E1,-1.415117860E0,-2.801728249E0,-8.206832409E-1
5.496022578E1,-1.367183328E0,-2.649695396E0,-8.510074615E-1
5.496523667E1,-1.335146427E0,-2.448729992E0,-8.935850859E-1
5.497024755E1,-1.228019357E0,-2.222786427E0,-9.755436778E-1
5.497525844E1,-1.120567799E0,-2.020884514E0,-1.051653862E0
5.498026932E1,-9.918929338E-1,-1.843629837E0,-1.131341457E0
5.498528021E1,-8.347131014E-1,-1.616833687E0,-1.140957475E0
5.499029110E1,-6.581725478E-1,-1.487635612E0,-1.017839313E0
5.499530193E1,-4.772824049E-1,-1.293369293E0,-9.843557477E-1
5.500031281E1,-3.164354563E-1,-1.142896652E0,-9.058803320E-1
5.500532370E1,-7.964360714E-2,-1.017052650E0,-8.763086200E-1
5.501033458E1,4.666471481E-2,-9.211912155E-1,-7.897466421E-1
5.501534547E1,1.227452755E-1,-7.967309952E-1,-6.873559356E-1
5.502035636E1,1.888917685E-1,-7.274475098E-1,-6.033049822E-1
5.502536724E1,2.093575001E-1,-6.027030945E-1,-4.815118015E-1
5.503037813E1,1.511749029E-1,-4.949054718E-1,-4.383202493E-1
5.503538901E1,8.610212803E-2,-3.299217224E-1,-4.063636661E-1
5.504039990E1,9.102821350E-4,-2.267932892E-1,-4.063061178E-1
5.504541078E1,-1.393409967E-1,-2.998065948E-2,-3.883321583E-1
5.505042167E1,-2.215690613E-1,2.023887634E-1,-3.718715608E-1
5.505543250E1,-3.459604979E-1,4.290542603E-1,-3.596786857E-1
5.506044339E1,-5.009381175E-1,6.441125870E-1,-3.589546382E-1
5.506545427E1,-6.258060336E-1,9.630031586E-1,-3.481794000E-1
5.507046516E1,-7.431867719E-1,1.217103958E0,-3.193352818E-1
5.507547604E1,-8.742898703E-1,1.476484299E0,-2.844975591E-1
5.508048693E1,-8.916345835E-1,1.676656723E0,-1.124547124E-1
5.508549781E1,-8.662075996E-1,1.773524284E0,1.190754175E-1
5.509050870E1,-7.511109114E-1,1.849745750E0,3.784368634E-1
5.509551959E1,-5.836929083E-1,1.921510696E0,6.543927193E-1
5.510053047E1,-3.238327503E-1,1.989372253E0,9.283169508E-1
5.510554136E1,-1.621890068E-2,2.103485107E0,1.087820411E0
5.511055224E1,3.109712601E-1,2.169815063E0,1.238912940E0
5.511556313E1,6.266626120E-1,2.222963333E0,1.452836990E0
5.512057401E1,8.892636299E-1,2.287360191E0,1.621615291E0
5.512558490E1,1.111019492E0,2.344979286E0,1.705327511E0
5.513059578E1,1.285508156E0,2.437628746E0,1.594494104E0
5.513560662E1,1.448066711E0,2.501298904E0,1.515758991E0
5.514061750E1,1.514404655E0,2.549219131E0,1.359694004E0
5.514562839E1,1.547959089E0,2.653806686E0,1.319201708E0
5.515063927E1,1.549861908E0,2.873054504E0,1.099080801E0
5.515565016E1,1.420428872E0,3.062183380E0,7.544127107E-1
5.516066104E1,1.309569716E0,3.163390160E0,4.776455164E-1
5.516567193E1,1.159503937E0,3.257030487E0,2.436176538E-1
5.517068281E1,1.007431030E0,3.284573555E0,-3.269505501E-2
5.517569365E1,9.200118780E-1,3.248031616E0,-2.248362303E-1
5.518070453E1,8.552714586E-1,3.152329445E0,-3.954158127E-1
5.518571542E1,7.833385468E-1,2.998181343E0,-4.990798831E-1
5.519072630E1,6.955376863E-1,2.770700455E0,-5.128917694E-1
5.519573719E1,5.978889465E-1,2.469384193E0,-4.339579642E-1
5.520074807E1,5.309076309E-1,2.147543907E0,-3.022582531E-1
5.520575896E1,4.891870022E-1,1.790197372E0,-5.331528187E-2
5.521076984E1,4.875591993E-1,1.448128700E0,1.717473865E-1
5.521578073E1,4.996782541E-1,1.081157684E0,4.321509600E-1
5.522079162E1,5.429241657E-1,7.089319229E-1,7.229067087E-1
5.522580250E1,5.850600004E-1,3.970832825E-1,9.826959372E-1
5.523081339E1,6.618990898E-1,7.547187805E-2,1.230406761E0
5.523582422E1,7.213146687E-1,-1.669425964E-1,1.429177046E0
5.524083510E1,7.192388773E-1,-3.572864532E-1,1.572393775E0
5.524584599E1,7.093881369E-1,-5.596857071E-1,1.633192301E0
5.525085688E1,7.136230469E-1,-7.443056107E-1,1.691046596E0
5.525586776E1,7.898987532E-1,-8.813591003E-1,1.693662047E0
5.526087865E1,8.257746696E-1,-9.793424606E-1,1.672350883E0
5.526588953E1,9.578416348E-1,-1.016243935E0,1.624101043E0
5.527090042E1,1.054044127E0,-1.050197601E0,1.479720235E0
5.527591130E1,1.121185303E0,-1.032805443E0,1.379080176E0
5.528092219E1,1.129743338E0,-9.892520905E-1,1.141850352E0
5.528593307E1,1.081688166E0,-8.920106888E-1,7.957834005E-1
5.529094396E1,9.796372652E-1,-7.129440308E-1,3.246105909E-1
5.529595485E1,7.863746881E-1,-5.057220459E-1,-1.652013063E-1
5.530096573E1,7.000105381E-1,-2.791786194E-1,-5.745130777E-1
5.530597662E1,6.157460213E-1,-1.180410385E-1,-9.978895783E-1
5.531098750E1,5.562883615E-1,2.695178986E-2,-1.316313863E0
5.531599834E1,5.014296770E-1,1.147384644E-1,-1.516447544E0
5.532100922E1,4.200961590E-1,1.347818375E-1,-1.632524371E0
5.532602011E1,4.131997824E-1,3.051090240E-2,-1.608765244E0
5.533103099E1,4.338483810E-1,-1.153135300E-1,-1.505124569E0
5.533610526E1,5.020812750E-1,-2.643022537E-1,-1.361357093E0
5.534111943E1,6.150335073E-1,-4.912643433E-1,-1.177573562E0
5.534613360E1,6.730138063E-1,-7.561464310E-1,-1.041713715E0
5.535114781E1,7.827757597E-1,-9.915161133E-1,-8.426994085E-1
5.535608818E1,9.750418663E-1,-1.269417763E0,-6.082245708E-1
5.536109854E1,1.123685837E0,-1.557579994E0,-3.570971489E-1
5.536610891E1,1.228712916E0,-1.825223923E0,-7.288289070E-2
5.537111927E1,1.345328331E0,-2.139479637E0,1.668573618E-1
5.537613162E1,1.378405809E0,-2.386785984E0,4.380048513E-1
5.538114208E1,1.353692651E0,-2.527328491E0,5.573930740E-1
5.538615255E1,1.307010889E0,-2.691673756E0,6.395051479E-1
5.539116302E1,1.246636629E0,-2.796260357E0,6.016856432E-1
5.539617516E1,1.172356129E0,-2.907560349E0,5.963225365E-1
5.540118573E1,1.030758619E0,-3.057238102E0,5.050989389E-1
5.540619625E1,8.869684935E-1,-3.147207737E0,3.903634548E-1
5.541120682E1,7.465621233E-1,-3.186410904E0,2.926404476E-1
5.541621865E1,5.894153118E-1,-3.169992924E0,1.194919348E-1
5.542122927E1,5.208063126E-1,-3.124886990E0,-1.250488758E-1
5.542623990E1,4.909460545E-1,-3.038490295E0,-3.641506433E-1
5.543125047E1,4.205198288E-1,-2.953213692E0,-5.901781321E-1
5.543626219E1,3.617265224E-1,-2.859413624E0,-7.923700213E-1
5.544127287E1,2.612061501E-1,-2.793428421E0,-9.952890873E-1
5.544628354E1,1.173959970E-1,-2.724038124E0,-1.150712490E0
5.545129422E1,-2.496600151E-3,-2.645060062E0,-1.306757927E0
5.545630568E1,-1.034052372E-1,-2.491257191E0,-1.423810482E0
5.546131641E1,-1.401464939E-1,-2.327771187E0,-1.577140927E0
5.546632708E1,-1.766999960E-1,-2.197024345E0,-1.630765438E0
5.547133781E1,-2.009364367E-1,-2.059550762E0,-1.612975597E0
5.547634922E1,-2.234644890E-1,-1.939314842E0,-1.588399410E0
5.548135995E1,-2.617431879E-1,-1.823771000E0,-1.539390802E0
5.548637073E1,-3.583233356E-1,-1.702770233E0,-1.494988680E0
5.549138146E1,-4.138344526E-1,-1.590688229E0,-1.510734439E0
5.549639271E1,-4.548040628E-1,-1.448698997E0,-1.529260159E0
5.550140349E1,-4.329266548E-1,-1.331863403E0,-1.476713657E0
5.550641427E1,-3.888190985E-1,-1.256340027E0,-1.387046218E0
5.551142500E1,-2.786877155E-1,-1.133049965E0,-1.258447170E0
5.551643625E1,-2.004194260E-1,-1.019476891E0,-1.140645504E0
5.552144703E1,-1.052515507E-1,-8.331747055E-1,-9.642514586E-1
5.552645787E1,-3.258919716E-2,-7.129640579E-1,-8.181877136E-1
5.553146865E1,4.416179657E-2,-5.225381851E-1,-7.148071527E-1
5.553647974E1,4.775500298E-2,-3.575553894E-1,-6.155914664E-1
5.554149057E1,8.124935627E-2,-1.833353043E-1,-5.115889907E-1
5.554650136E1,5.374014378E-2,-2.196502686E-2,-4.109079242E-1
5.555151219E1,2.253139019E-2,1.033372879E-1,-2.410341501E-1
5.555652328E1,3.224289417E-2,2.022495270E-1,-7.098793983E-2
5.556153412E1,7.746696472E-2,3.429670334E-1,1.050313711E-1
5.556654495E1,1.295129061E-1,5.403661728E-1,2.990136147E-1
5.557155578E1,2.416387796E-1,6.873102188E-1,4.473463297E-1
5.557656677E1,3.106158972E-1,8.668651581E-1,5.796800852E-1
5.558157761E1,3.283843994E-1,1.041853905E0,6.597881317E-1
5.558658844E1,2.914831638E-1,1.182335854E0,7.436922789E-1
5.559159927E1,2.447575331E-1,1.314662933E0,8.194935322E-1
5.559661031E1,1.543693542E-1,1.399461746E0,8.352252245E-1
5.560162115E1,6.010890007E-2,1.452989578E0,8.507633209E-1
5.560663203E1,5.258202553E-3,1.568628311E0,9.131960869E-1
5.561164287E1,-1.084582806E-1,1.654847145E0,8.433524370E-1
5.561665380E1,-1.395715475E-1,1.750571251E0,8.346554041E-1
5.562166464E1,-1.540008783E-1,1.854614258E0,7.620244026E-1
5.562667552E1,-9.015691280E-2,1.934690475E0,7.515618801E-1
5.563168636E1,-1.080040932E-1,2.063689232E0,6.699600220E-1
5.563669734E1,-1.277697086E-1,2.234937668E0,5.269492865E-1
5.564170823E1,-2.210375071E-1,2.466888428E0,2.962968349E-1
5.564671906E1,-3.578675985E-1,2.690171242E0,9.852254391E-2
5.565172990E1,-5.194833279E-1,2.958659172E0,-1.240556240E-1
5.565674084E1,-7.484315038E-1,3.296258926E0,-4.057868719E-1
5.566175172E1,-9.670355916E-1,3.551128387E0,-6.013133526E-1
5.566676255E1,-1.169270515E0,3.817878723E0,-8.136451244E-1
5.567177339E1,-1.356982470E0,4.048223495E0,-9.887817502E-1
5.567678438E1,-1.508956671E0,4.229754448E0,-1.117105842E0
5.568179526E1,-1.725447297E0,4.386540413E0,-1.244424939E0
5.568680610E1,-1.847155929E0,4.550997734E0,-1.496610641E0
5.569181698E1,-1.943489671E0,4.550963402E0,-1.638753414E0
5.569682787E1,-2.016913176E0,4.580446243E0,-1.767160892E0
5.570183875E1,-1.973268509E0,4.601797104E0,-1.747203350E0
5.570684958E1,-1.782761574E0,4.515207291E0,-1.647847652E0
5.571186047E1,-1.476866245E0,4.259164810E0,-1.443182707E0
5.571687136E1,-1.079285383E0,3.939042091E0,-1.014227748E0
5.572188224E1,-5.099596977E-1,3.515338898E0,-4.476112723E-1
5.572689307E1,1.134490967E-2,3.059108734E0,1.159062386E-1
5.573190396E1,4.574879408E-1,2.583338737E0,5.727976561E-1
5.573691490E1,8.213508129E-1,2.159039497E0,1.040315151E0
5.574192578E1,1.108560801E0,1.744085312E0,1.416862965E0
5.574693667E1,1.295655131E0,1.305440903E0,1.725865602E0
5.575194750E1,1.383285999E0,9.062900543E-1,1.974728465E0
5.575695839E1,1.352526426E0,5.781087875E-1,2.174593925E0
5.576196927E1,1.185606480E0,2.937383652E-1,2.284663916E0
5.576698016E1,9.270080328E-1,6.145000458E-2,2.304617405E0
5.577199099E1,6.743568182E-1,-1.320085526E-1,2.178496838E0
5.577700193E1,3.931968212E-1,-2.293691635E-1,2.029752016E0
5.578201281E1,1.117188931E-1,-2.899007797E-1,1.812041879E0
5.578702370E1,-1.871889830E-1,-3.273925781E-1,1.521555185E0
5.579203458E1,-5.345076323E-1,-3.501243591E-1,1.237640738E0
5.579704542E1,-8.250730634E-1,-3.423709869E-1,9.120012522E-1
5.580205630E1,-1.125635862E0,-3.715457916E-1,5.804480314E-1
5.580706719E1,-1.309600234E0,-3.728713989E-1,2.480887175E-1
5.581207802E1,-1.455470085E0,-3.586730957E-1,-2.797102928E-2
5.581708891E1,-1.522323489E0,-3.574686050E-1,-2.899483442E-1
5.582209979E1,-1.523414731E0,-3.792753220E-1,-4.663361311E-1
5.582711068E1,-1.482255459E0,-4.658222198E-1,-5.379623175E-1
5.583212151E1,-1.398208618E0,-5.888624191E-1,-5.916059017E-1
5.583720547E1,-1.260519266E0,-7.202072144E-1,-6.127007008E-1
5.584222005E1,-1.009740710E0,-8.783483505E-1,-6.043169498E-1
5.584723464E1,-6.552133560E-1,-1.037596703E0,-5.277460814E-1
5.585224927E1,-3.469029665E-1,-1.176591873E0,-4.284617901E-1
5.585717328E1,-5.175495148E-2,-1.390002251E0,-2.529109716E-1
5.586218401E1,1.857377291E-1,-1.612095833E0,-9.792566299E-3
5.586719474E1,3.548638821E-1,-1.831058502E0,3.984379768E-2
5.587220547E1,4.308561087E-1,-2.101984024E0,1.816780567E-1
5.587721677E1,4.521435499E-1,-2.266999245E0,1.429796219E-1
5.588222755E1,3.931970596E-1,-2.335858345E0,9.518969059E-2
5.588723828E1,3.203455210E-1,-2.425864220E0,3.139662743E-2
5.589224906E1,2.771693468E-1,-2.526813984E0,-3.821921349E-2
5.589726026E1,1.949843168E-1,-2.618975639E0,-6.946074963E-2
5.590227104E1,5.713522434E-2,-2.710126400E0,-6.783390045E-2
5.590728182E1,-1.639599800E-1,-2.754856110E0,-1.495915651E-1
5.591229261E1,-4.334499836E-1,-2.792577267E0,-2.064031363E-1
5.591704146E1,-5.988458395E-1,-2.809933186E0,-2.920086384E-1
5.592203870E1,-7.223403454E-1,-2.817270279E0,-3.787046671E-1
5.592703599E1,-8.588525653E-1,-2.760715008E0,-4.652596712E-1
5.593203323E1,-9.440392852E-1,-2.725212574E0,-4.833707809E-1
5.593708255E1,-1.033532143E0,-2.701202393E0,-5.100804567E-1
5.594208255E1,-1.089855552E0,-2.671302795E0,-5.112540722E-1
5.594708255E1,-1.183047652E0,-2.653464317E0,-5.166863203E-1
5.595208255E1,-1.228997350E0,-2.638096333E0,-5.590244532E-1
5.595738646E1,-1.248741865E0,-2.565023422E0,-5.753161907E-1
5.596240250E1,-1.246135473E0,-2.505713940E0,-5.931583047E-1
5.596741860E1,-1.236446023E0,-2.455468178E0,-5.990836024E-1
5.597243464E1,-1.190949321E0,-2.432175636E0,-5.539034009E-1
5.597743084E1,-1.164605737E0,-2.364647865E0,-4.997380972E-1
5.598244584E1,-1.152633309E0,-2.303147316E0,-4.712833166E-1
5.598746089E1,-1.116722465E0,-2.251236916E0,-5.116925240E-1
5.599247589E1,-1.111142874E0,-2.207727432E0,-5.647471547E-1
5.599747500E1,-1.096515656E0,-2.136085033E0,-6.049981713E-1
5.600248917E1,-1.042254329E0,-2.089615822E0,-5.543805957E-1
5.600750339E1,-1.012938023E0,-2.038998604E0,-5.200044513E-1
5.601251755E1,-9.420106411E-1,-2.016541004E0,-4.768109918E-1
5.601751901E1,-8.964113593E-1,-1.964829445E0,-4.839547276E-1
5.602253250E1,-7.948539853E-1,-1.925755501E0,-4.677069783E-1
5.602754604E1,-6.898536682E-1,-1.819781303E0,-4.547037482E-1
5.603255958E1,-5.578321218E-1,-1.703832626E0,-4.383324981E-1
5.603756292E1,-5.030142069E-1,-1.540949821E0,-3.837377429E-1
5.604257594E1,-4.995349646E-1,-1.315658569E0,-4.362147450E-1
5.604758896E1,-4.923372269E-1,-1.074633598E0,-4.607571363E-1
5.605260193E1,-6.029338837E-1,-7.556991577E-1,-5.404560566E-1
5.605760672E1,-6.735152006E-1,-3.971109390E-1,-5.652811527E-1
5.606261932E1,-6.986388564E-1,5.888938904E-3,-6.170345545E-1
5.606763188E1,-7.866855264E-1,3.522777557E-1,-6.763585210E-1
5.607264448E1,-8.812159896E-1,7.414474487E-1,-6.735033393E-1
5.607765052E1,-9.132722616E-1,1.138789177E0,-6.933987141E-1
5.608266276E1,-8.530416489E-1,1.501278877E0,-6.036466360E-1
5.608767500E1,-7.252467275E-1,1.839753151E0,-4.561311007E-1
5.609268724E1,-5.011861324E-1,2.113606453E0,-2.518986464E-1
5.609769427E1,-2.368371487E-1,2.304962158E0,1.927274466E-2
5.610270625E1,3.265750408E-2,2.359525681E0,3.431657553E-1
5.610771823E1,2.907662392E-1,2.434673309E0,6.782445908E-1
5.611273016E1,5.941636562E-1,2.394583702E0,9.948034883E-1
5.611773792E1,8.425734043E-1,2.355893135E0,1.297607064E0
5.612274969E1,1.050073028E0,2.319702148E0,1.492839098E0
5.612776141E1,1.253981352E0,2.369575500E0,1.633062601E0
5.613277318E1,1.300849438E0,2.421564102E0,1.656834126E0
5.613778156E1,1.245163560E0,2.415187836E0,1.567896008E0
5.614279313E1,1.107074857E0,2.487982750E0,1.498685002E0
5.614780474E1,9.343152046E-1,2.603474617E0,1.317390919E0
5.615281630E1,6.953679323E-1,2.748495102E0,1.096790433E0
5.615782516E1,3.830759525E-1,2.960783005E0,7.644900084E-1
5.616283662E1,6.624209881E-2,3.285833359E0,2.777172327E-1
5.616784802E1,-2.270903587E-1,3.727228165E0,-1.730149984E-1
5.617285948E1,-4.543509483E-1,4.280193329E0,-7.541423440E-1
5.617786875E1,-5.997161269E-1,4.758848190E0,-1.215144992E0
5.618288010E1,-5.960397124E-1,5.084012985E0,-1.515507579E0
5.618789141E1,-5.032354593E-1,5.295558929E0,-1.670669317E0
5.619290271E1,-2.949298620E-1,5.342389107E0,-1.659193516E0
5.619791235E1,3.763663769E-2,5.180682182E0,-1.437921762E0
5.620292360E1,4.700942039E-1,4.815606117E0,-1.054097176E0
5.620793479E1,9.710789919E-1,4.334815025E0,-6.485885382E-1
5.621294604E1,1.489703536E0,3.789838791E0,-1.760905981E-1
5.621795589E1,1.986063361E0,3.212878227E0,4.388848543E-1
5.622296703E1,2.436648369E0,2.549889565E0,1.144322157E0
5.622797823E1,2.831666231E0,1.864569664E0,1.718271494E0
5.623298938E1,3.185669899E0,1.210415840E0,2.285886765E0
5.623799943E1,3.334267139E0,6.497230530E-1,2.743659258E0
5.624301052E1,3.288691044E0,1.251773834E-1,3.099157333E0
5.624802162E1,3.092199326E0,-3.127994537E-1,3.276394367E0
5.625303276E1,2.934985638E0,-7.726945877E-1,3.462022781E0
5.625804292E1,2.691913366E0,-1.084931374E0,3.504341364E0
5.626305396E1,2.481560707E0,-1.288253784E0,3.520898342E0
5.626806505E1,2.225195408E0,-1.348969460E0,3.449344873E0
5.627307610E1,2.034108639E0,-1.424124718E0,3.178708553E0
5.627808646E1,1.833110690E0,-1.484426022E0,2.782186508E0
5.628309750E1,1.480329037E0,-1.411448479E0,2.304963589E0
5.628810849E1,1.053612471E0,-1.289430618E0,1.771758437E0
5.629311953E1,6.510745287E-1,-1.224462509E0,1.226218343E0
5.629812995E1,2.957816124E-1,-1.187294960E0,7.959438562E-1
5.630314094E1,1.478385925E-2,-1.087167740E0,3.283632994E-1
5.630815193E1,-1.695350409E-1,-1.014016151E0,-1.309946775E-1
5.631316292E1,-2.996195555E-1,-8.909597397E-1,-5.683097839E-1
5.631817349E1,-3.629752398E-1,-8.337917328E-1,-9.143273830E-1
5.632318448E1,-3.796451092E-1,-8.261890411E-1,-1.212512374E0
5.632819542E1,-3.697676659E-1,-8.673515320E-1,-1.378487349E0
5.633320641E1,-3.201591969E-1,-9.255142212E-1,-1.538818002E0
5.633821698E1,-2.052541971E-1,-9.588661194E-1,-1.613110185E0
5.634322792E1,-5.583047867E-2,-1.005212784E0,-1.683793545E0
5.634823891E1,1.033490896E-1,-1.123241425E0,-1.623962879E0
5.635324984E1,2.475663424E-1,-1.346461296E0,-1.475411773E0
5.635826047E1,4.769257307E-1,-1.552319050E0,-1.265944600E0
5.636327141E1,6.698042154E-1,-1.752397537E0,-1.057143450E0
5.636828235E1,8.511857986E-1,-1.917048454E0,-8.804681897E-1
5.637329328E1,9.836655855E-1,-2.133702278E0,-8.168777823E-1
5.637830396E1,1.117020965E0,-2.382028580E0,-5.485994816E-1
5.638331490E1,1.200089335E0,-2.550312519E0,-4.360356331E-1
5.638832578E1,1.210924029E0,-2.651341915E0,-3.020124435E-1
5.639333672E1,1.183915019E0,-2.735538483E0,-3.254822493E-1
5.639834745E1,1.148865342E0,-2.797584057E0,-4.060169458E-1
5.640335839E1,1.089619994E0,-2.833311081E0,-4.993596077E-1
5.640836904E1,9.775682688E-1,-2.830821991E0,-5.467898846E-1
5.641337998E1,8.145312071E-1,-2.852945805E0,-5.900754929E-1
5.641839071E1,6.527405977E-1,-2.867834091E0,-6.593288183E-1
5.642340159E1,4.339088202E-1,-2.858031750E0,-7.943394780E-1
5.642841253E1,2.762567997E-1,-2.783449650E0,-9.221887589E-1
5.643342342E1,4.720473289E-2,-2.751009464E0,-1.109746575E0
5.643843420E1,-1.309902668E-1,-2.713290215E0,-1.234753132E0
5.644344508E1,-2.980611324E-1,-2.670810223E0,-1.346589327E0
5.644845602E1,-4.232858419E-1,-2.603162766E0,-1.407712579E0
5.645346691E1,-4.661380053E-1,-2.541464806E0,-1.475495934E0
5.645847769E1,-5.766733885E-1,-2.426539421E0,-1.604372263E0
5.646348857E1,-6.052471399E-1,-2.333815575E0,-1.671606302E0
5.646849946E1,-6.458346844E-1,-2.297290802E0,-1.721238971E0
5.647351040E1,-6.817663908E-1,-2.211021423E0,-1.711770296E0
5.647852118E1,-7.028197050E-1,-2.139609337E0,-1.678837538E0
5.648353206E1,-7.097493410E-1,-2.053124905E0,-1.669684529E0
5.648854295E1,-7.160886526E-1,-1.931887150E0,-1.640792251E0
5.649355383E1,-6.830371618E-1,-1.885893345E0,-1.619954228E0
5.649856467E1,-6.867653131E-1,-1.798434258E0,-1.589285493E0
5.650357555E1,-6.022989750E-1,-1.727561474E0,-1.485967636E0
5.650858644E1,-5.188193321E-1,-1.701378345E0,-1.336201072E0
5.651359732E1,-4.392246008E-1,-1.650562286E0,-1.164139867E0
5.651860810E1,-3.585152626E-1,-1.619502068E0,-9.662364721E-1
5.652361899E1,-3.449370861E-1,-1.529312611E0,-7.850703001E-1
5.652862987E1,-2.656803131E-1,-1.486536026E0,-6.423040032E-1
5.653364076E1,-2.236473560E-1,-1.424201965E0,-4.927512407E-1
